Survey Date,Survey Year,Borough,Carriageway,Covered,Secure,Locker,Sheffield Stand,"""M"" stand","""P"" stand",Cyclehoop,Post,Butterfly,Wheel Rack,Bike Hangar,Two Tier,Other,Capacity
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
03/08/2017,2017,Southwark,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6
02/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
03/08/2017,2017,Southwark,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
03/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
03/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
03/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20
03/08/2017,2017,Southwark,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
03/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22
03/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
03/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20
03/08/2017,2017,Southwark,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
03/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
03/08/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18
24/07/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
24/07/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
25/07/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
25/07/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
25/07/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
25/07/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
06/10/2017,2017,Southwark,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6
05/10/2017,2017,Southwark,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
05/10/2017,2017,Southwark,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
30/07/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
30/07/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
30/07/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
30/07/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
31/07/2017,2017,Wandsworth,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18
30/07/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
30/07/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26
30/07/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
30/07/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
31/07/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
31/07/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
31/07/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
31/07/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
31/07/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
31/07/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
31/07/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
31/07/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
31/07/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
30/07/2017,2017,Wandsworth,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
30/07/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
30/07/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20
30/07/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
30/07/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60
30/07/2017,2017,Wandsworth,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14
30/07/2017,2017,Wandsworth,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12
30/07/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
30/07/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
30/07/2017,2017,Wandsworth,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12
31/07/2017,2017,Wandsworth,0,1,0,0,1,0,0,0,0,0,0,0,0,0,20
31/07/2017,2017,Wandsworth,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
31/07/2017,2017,Wandsworth,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
31/07/2017,2017,Wandsworth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
30/07/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
30/07/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
30/07/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
30/07/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34
01/08/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/01/2017,2017,Wandsworth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/01/2017,2017,Wandsworth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
01/08/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
01/08/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
01/08/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20
08/01/2017,2017,Wandsworth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
08/01/2017,2017,Wandsworth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
08/01/2017,2017,Wandsworth,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
01/08/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
01/08/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
01/08/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
08/01/2017,2017,Wandsworth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
01/08/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
01/08/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
01/08/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
08/01/2017,2017,Wandsworth,0,1,1,0,1,0,0,0,0,0,0,0,0,0,20
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/01/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/02/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/02/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
08/02/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
08/02/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/02/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
08/02/2017,2017,Wandsworth,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10
08/02/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/02/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/02/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/02/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
02/08/2017,2017,Wandsworth,0,1,1,0,0,0,0,0,0,0,1,0,0,0,6
08/02/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30
02/08/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
08/02/2017,2017,Wandsworth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
08/02/2017,2017,Wandsworth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
08/02/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/02/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
03/08/2017,2017,Wandsworth,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
03/08/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
03/08/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
03/08/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
03/08/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
03/08/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
03/08/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
03/08/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
03/08/2017,2017,Wandsworth,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10
03/08/2017,2017,Wandsworth,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5
08/03/2017,2017,Wandsworth,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
03/08/2017,2017,Wandsworth,0,1,1,0,1,0,0,0,0,0,0,0,0,0,20
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
03/08/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
08/03/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
08/03/2017,2017,Wandsworth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
04/08/2017,2017,Wandsworth,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
04/08/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/04/2017,2017,Wandsworth,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4
04/08/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
04/08/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
04/08/2017,2017,Wandsworth,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
04/08/2017,2017,Wandsworth,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
04/08/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
04/08/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20
07/04/2017,2017,Wandsworth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/04/2017,2017,Wandsworth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/04/2017,2017,Wandsworth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
04/08/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/04/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/05/2017,2017,Wandsworth,0,1,0,0,1,0,0,0,0,0,0,0,0,0,36
07/05/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/05/2017,2017,Wandsworth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
