Survey Date,Survey Year,Borough,Carriageway,Covered,Secure,Locker,Sheffield Stand,"""M"" stand","""P"" stand",Cyclehoop,Post,Butterfly,Wheel Rack,Bike Hangar,Two Tier,Other,Capacity
20/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
20/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
20/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
01/11/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
07/09/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10
20/06/2017,2017,Westminster,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4
20/06/2017,2017,Westminster,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10
20/06/2017,2017,Westminster,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10
25/10/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
20/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
20/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
20/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
20/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/09/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
20/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
20/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
20/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
20/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
25/10/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/09/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
20/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
20/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
20/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
20/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
20/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
25/10/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
20/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
20/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
24/09/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
25/10/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
07/09/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
20/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
20/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
20/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
20/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
20/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
20/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
20/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
26/10/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
20/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
20/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
20/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
20/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
20/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
20/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
20/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
20/06/2017,2017,Westminster,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12
20/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
20/06/2017,2017,Westminster,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8
07/09/2017,2017,Westminster,0,1,1,0,0,0,1,0,0,0,0,0,0,0,40
20/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
20/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
07/09/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
07/09/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
07/09/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/09/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
07/09/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
21/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/09/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
21/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
21/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
21/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
21/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Westminster,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
26/10/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/09/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
07/09/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
24/09/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Kensington&Chelsea,0,1,0,0,1,0,0,0,0,0,0,0,0,0,20
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22
21/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
21/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
26/10/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
26/10/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
21/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
07/09/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/09/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
21/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30
21/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
07/09/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
22/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
26/10/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
22/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
22/06/2017,2017,Hammersmith&Fulham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
26/10/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
26/10/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
22/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
22/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22/06/2017,2017,Westminster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
31/10/2017,2017,Westminster,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19
07/09/2017,2017,Kensington&Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
07/09/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Westminster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22/06/2017,2017,Kensington&Chelsea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
